"","VehModel","Area","pure_premium","interaction","exposure"
"1568","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.","Ceara",635.457049837215,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut..Ceara",199.65
"1569","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.","Demais regioes",563.387152363531,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut..Demais regioes",377.19
"1570","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.","Espirito Santo",1545.64009934522,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut..Espirito Santo",221.45
"1571","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.","F.Iguatu-Medianeira-Cascavel-Toledo",NA,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut..F.Iguatu-Medianeira-Cascavel-Toledo",NA
"1572","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.","Goias",827.549029016478,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut..Goias",228.408219177835
"1573","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.","Grande Campinas",633.72404990753,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut..Grande Campinas",767.82
"1574","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.","Interior",1026.01916472752,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut..Interior",143.4427397261
"1575","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.","Litoral Norte e Baixada Santista",1978.94485628971,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut..Litoral Norte e Baixada Santista",106.476438355669
"1576","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.","Maranhao",NA,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut..Maranhao",NA
"1577","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.","Mato Grosso",NA,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut..Mato Grosso",NA
"1578","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.","Mato Grosso do Sul",1391.77871375344,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut..Mato Grosso do Sul",123.46
"1579","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.","Met. Curitiba",386.924046009853,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut..Met. Curitiba",480.828219177835
"1580","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.","Met. Florianopolis e Sul",896.315196998123,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut..Met. Florianopolis e Sul",266.5
"1581","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.","Met. Porto Alegre e Caxias do Sul",1298.37378300943,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut..Met. Porto Alegre e Caxias do Sul",631.948219177835
"1582","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.","Met. de Sao Paulo",756.152293859202,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut..Met. de Sao Paulo",6263.68
"1583","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.","Met. do Rio de Janeiro",694.804686181167,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut..Met. do Rio de Janeiro",1480.95
"1584","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.","Met.BH-Centro Oeste-Zona Mata-C. Vertentes",524.05745703772,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut..Met.BH-Centro Oeste-Zona Mata-C. Vertentes",663.833698630035
"1585","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.","Oeste",NA,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut..Oeste",NA
"1586","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.","Para",621.567733732402,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut..Para",146.9654794522
"1587","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.","Paraiba",1427.7902721901,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut..Paraiba",120.8454794522
"1588","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.","Pernambuco",798.077104345367,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut..Pernambuco",318.27
"1589","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.","Piaui",NA,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut..Piaui",NA
"1590","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.","Ribeirao Preto e Demais Mun. de Campinas",602.419996729733,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut..Ribeirao Preto e Demais Mun. de Campinas",1344.6582191783
"1591","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.","Rio Grande do Norte",1128.56955130311,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut..Rio Grande do Norte",119.880958903935
"1592","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.","Rondonia",NA,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut..Rondonia",NA
"1593","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.","Roraima",NA,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut..Roraima",NA
"1594","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.","Sergipe",NA,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut..Sergipe",NA
"1595","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.","Sudeste de Goias",NA,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut..Sudeste de Goias",NA
"1596","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.","Sul",NA,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut..Sul",NA
"1597","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.","Tocantins",NA,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut..Tocantins",NA
"1598","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.","Triangulo mineiro",409.861563068777,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut..Triangulo mineiro",181.31
"1599","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.","Vale do Aco-Norte-Vale Jequitinhonha",NA,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut..Vale do Aco-Norte-Vale Jequitinhonha",NA
"1600","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.","Vale do Paraiba e Ribeira",329.988382265763,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut..Vale do Paraiba e Ribeira",441.106438355669
"1601","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.","Acre",NA,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec..Acre",NA
"1602","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.","Alagoas",NA,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec..Alagoas",NA
"1603","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.","Amapa",NA,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec..Amapa",NA
"1604","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.","Amazonas",NA,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec..Amazonas",NA
"1605","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.","Bahia",654.410207993591,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec..Bahia",349.53
"1606","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.","Blumenau e demais regioes",613.399583841573,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec..Blumenau e demais regioes",278.74
"1607","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.","Brasilia",284.989208962697,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec..Brasilia",513.300136985704
"1608","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.","Ceara",468.703938062979,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec..Ceara",134.33
"1609","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.","Demais regioes",899.825210481556,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec..Demais regioes",365.3709589044
"1610","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.","Espirito Santo",1390.30344778884,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec..Espirito Santo",239.828219177835
"1611","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.","F.Iguatu-Medianeira-Cascavel-Toledo",NA,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec..F.Iguatu-Medianeira-Cascavel-Toledo",NA
"1612","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.","Goias",1187.83783783784,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec..Goias",202.02
"1613","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.","Grande Campinas",645.710611096255,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec..Grande Campinas",785.31
"1614","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.","Interior",712.912062252496,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec..Interior",209.7327397261
"1615","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.","Litoral Norte e Baixada Santista",NA,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec..Litoral Norte e Baixada Santista",NA
"1616","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.","Maranhao",NA,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec..Maranhao",NA
"1617","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.","Mato Grosso",NA,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec..Mato Grosso",NA
"1618","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.","Mato Grosso do Sul",521.039004426627,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec..Mato Grosso do Sul",119.73
"1619","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.","Met. Curitiba",572.648226845429,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec..Met. Curitiba",484.230958903935
"1620","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.","Met. Florianopolis e Sul",902.332899305556,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec..Met. Florianopolis e Sul",184.32
"1621","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.","Met. Porto Alegre e Caxias do Sul",981.037089192156,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec..Met. Porto Alegre e Caxias do Sul",482.89
"1622","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.","Met. de Sao Paulo",753.203641959668,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec..Met. de Sao Paulo",4648.40821917783
"1623","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.","Met. do Rio de Janeiro",622.760159016247,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec..Met. do Rio de Janeiro",1564.62
"1624","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.","Met.BH-Centro Oeste-Zona Mata-C. Vertentes",517.495446093815,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec..Met.BH-Centro Oeste-Zona Mata-C. Vertentes",739.5427397261
"1625","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.","Oeste",NA,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec..Oeste",NA
"1626","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.","Para",514.842145790554,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec..Para",155.84
"1627","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.","Paraiba",NA,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec..Paraiba",NA
"1628","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.","Pernambuco",518.378541974048,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec..Pernambuco",264.33
"1629","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.","Piaui",NA,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec..Piaui",NA
"1630","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.","Ribeirao Preto e Demais Mun. de Campinas",589.227507335147,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec..Ribeirao Preto e Demais Mun. de Campinas",1400.79
"1631","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.","Rio Grande do Norte",NA,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec..Rio Grande do Norte",NA
"1632","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.","Rondonia",NA,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec..Rondonia",NA
"1633","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.","Roraima",NA,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec..Roraima",NA
"1634","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.","Sergipe",NA,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec..Sergipe",NA
"1635","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.","Sudeste de Goias",NA,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec..Sudeste de Goias",NA
"1636","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.","Sul",NA,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec..Sul",NA
"1637","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.","Tocantins",NA,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec..Tocantins",NA
"1638","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.","Triangulo mineiro",265.333403898347,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec..Triangulo mineiro",157.89191780787
"1639","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.","Vale do Aco-Norte-Vale Jequitinhonha",NA,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec..Vale do Aco-Norte-Vale Jequitinhonha",NA
"1640","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.","Vale do Paraiba e Ribeira",700.783137921775,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec..Vale do Paraiba e Ribeira",446.92
"1641","Honda - Nx-4 Falcon 400","Acre",NA,"Honda - Nx-4 Falcon 400.Acre",NA
"1642","Honda - Nx-4 Falcon 400","Alagoas",NA,"Honda - Nx-4 Falcon 400.Alagoas",NA
"1643","Honda - Nx-4 Falcon 400","Amapa",NA,"Honda - Nx-4 Falcon 400.Amapa",NA
"1644","Honda - Nx-4 Falcon 400","Amazonas",NA,"Honda - Nx-4 Falcon 400.Amazonas",NA
"1645","Honda - Nx-4 Falcon 400","Bahia",NA,"Honda - Nx-4 Falcon 400.Bahia",NA
"1646","Honda - Nx-4 Falcon 400","Blumenau e demais regioes",NA,"Honda - Nx-4 Falcon 400.Blumenau e demais regioes",NA
"1647","Honda - Nx-4 Falcon 400","Brasilia",NA,"Honda - Nx-4 Falcon 400.Brasilia",NA
"1648","Honda - Nx-4 Falcon 400","Ceara",NA,"Honda - Nx-4 Falcon 400.Ceara",NA
"1649","Honda - Nx-4 Falcon 400","Demais regioes",NA,"Honda - Nx-4 Falcon 400.Demais regioes",NA
"1650","Honda - Nx-4 Falcon 400","Espirito Santo",NA,"Honda - Nx-4 Falcon 400.Espirito Santo",NA
"1651","Honda - Nx-4 Falcon 400","F.Iguatu-Medianeira-Cascavel-Toledo",NA,"Honda - Nx-4 Falcon 400.F.Iguatu-Medianeira-Cascavel-Toledo",NA
"1652","Honda - Nx-4 Falcon 400","Goias",NA,"Honda - Nx-4 Falcon 400.Goias",NA
"1653","Honda - Nx-4 Falcon 400","Grande Campinas",1385.80906046629,"Honda - Nx-4 Falcon 400.Grande Campinas",158.27
"1654","Honda - Nx-4 Falcon 400","Interior",NA,"Honda - Nx-4 Falcon 400.Interior",NA
"1655","Honda - Nx-4 Falcon 400","Litoral Norte e Baixada Santista",NA,"Honda - Nx-4 Falcon 400.Litoral Norte e Baixada Santista",NA
"1656","Honda - Nx-4 Falcon 400","Maranhao",NA,"Honda - Nx-4 Falcon 400.Maranhao",NA
"1657","Honda - Nx-4 Falcon 400","Mato Grosso",NA,"Honda - Nx-4 Falcon 400.Mato Grosso",NA
"1658","Honda - Nx-4 Falcon 400","Mato Grosso do Sul",NA,"Honda - Nx-4 Falcon 400.Mato Grosso do Sul",NA
"1659","Honda - Nx-4 Falcon 400","Met. Curitiba",NA,"Honda - Nx-4 Falcon 400.Met. Curitiba",NA
"1660","Honda - Nx-4 Falcon 400","Met. Florianopolis e Sul",NA,"Honda - Nx-4 Falcon 400.Met. Florianopolis e Sul",NA
"1661","Honda - Nx-4 Falcon 400","Met. Porto Alegre e Caxias do Sul",NA,"Honda - Nx-4 Falcon 400.Met. Porto Alegre e Caxias do Sul",NA
"1662","Honda - Nx-4 Falcon 400","Met. de Sao Paulo",890.373263888889,"Honda - Nx-4 Falcon 400.Met. de Sao Paulo",230.4
"1663","Honda - Nx-4 Falcon 400","Met. do Rio de Janeiro",801.106802960874,"Honda - Nx-4 Falcon 400.Met. do Rio de Janeiro",141.85
"1664","Honda - Nx-4 Falcon 400","Met.BH-Centro Oeste-Zona Mata-C. Vertentes",399.430310597784,"Honda - Nx-4 Falcon 400.Met.BH-Centro Oeste-Zona Mata-C. Vertentes",128.14
"1665","Honda - Nx-4 Falcon 400","Oeste",NA,"Honda - Nx-4 Falcon 400.Oeste",NA
"1666","Honda - Nx-4 Falcon 400","Para",NA,"Honda - Nx-4 Falcon 400.Para",NA
"1667","Honda - Nx-4 Falcon 400","Paraiba",NA,"Honda - Nx-4 Falcon 400.Paraiba",NA
"1668","Honda - Nx-4 Falcon 400","Pernambuco",NA,"Honda - Nx-4 Falcon 400.Pernambuco",NA
"1669","Honda - Nx-4 Falcon 400","Piaui",NA,"Honda - Nx-4 Falcon 400.Piaui",NA
"1670","Honda - Nx-4 Falcon 400","Ribeirao Preto e Demais Mun. de Campinas",451.119637681008,"Honda - Nx-4 Falcon 400.Ribeirao Preto e Demais Mun. de Campinas",282.4727397261
"1671","Honda - Nx-4 Falcon 400","Rio Grande do Norte",NA,"Honda - Nx-4 Falcon 400.Rio Grande do Norte",NA
"1672","Honda - Nx-4 Falcon 400","Rondonia",NA,"Honda - Nx-4 Falcon 400.Rondonia",NA
"1673","Honda - Nx-4 Falcon 400","Roraima",NA,"Honda - Nx-4 Falcon 400.Roraima",NA
"1674","Honda - Nx-4 Falcon 400","Sergipe",NA,"Honda - Nx-4 Falcon 400.Sergipe",NA
"1675","Honda - Nx-4 Falcon 400","Sudeste de Goias",NA,"Honda - Nx-4 Falcon 400.Sudeste de Goias",NA
"1676","Honda - Nx-4 Falcon 400","Sul",NA,"Honda - Nx-4 Falcon 400.Sul",NA
"1677","Honda - Nx-4 Falcon 400","Tocantins",NA,"Honda - Nx-4 Falcon 400.Tocantins",NA
"1678","Honda - Nx-4 Falcon 400","Triangulo mineiro",NA,"Honda - Nx-4 Falcon 400.Triangulo mineiro",NA
"1679","Honda - Nx-4 Falcon 400","Vale do Aco-Norte-Vale Jequitinhonha",NA,"Honda - Nx-4 Falcon 400.Vale do Aco-Norte-Vale Jequitinhonha",NA
"1680","Honda - Nx-4 Falcon 400","Vale do Paraiba e Ribeira",320.203852466097,"Honda - Nx-4 Falcon 400.Vale do Paraiba e Ribeira",115.77
"1681","Honda - Nxr 150 Bros Es","Acre",NA,"Honda - Nxr 150 Bros Es.Acre",NA
"1682","Honda - Nxr 150 Bros Es","Alagoas",NA,"Honda - Nxr 150 Bros Es.Alagoas",NA
"1683","Honda - Nxr 150 Bros Es","Amapa",NA,"Honda - Nxr 150 Bros Es.Amapa",NA
"1684","Honda - Nxr 150 Bros Es","Amazonas",NA,"Honda - Nxr 150 Bros Es.Amazonas",NA
"1685","Honda - Nxr 150 Bros Es","Bahia",129.258866323128,"Honda - Nxr 150 Bros Es.Bahia",263.92
"1686","Honda - Nxr 150 Bros Es","Blumenau e demais regioes",NA,"Honda - Nxr 150 Bros Es.Blumenau e demais regioes",NA
"1687","Honda - Nxr 150 Bros Es","Brasilia",NA,"Honda - Nxr 150 Bros Es.Brasilia",NA
"1688","Honda - Nxr 150 Bros Es","Ceara",71.6380411054821,"Honda - Nxr 150 Bros Es.Ceara",242.79
"1689","Honda - Nxr 150 Bros Es","Demais regioes",NA,"Honda - Nxr 150 Bros Es.Demais regioes",NA
"1690","Honda - Nxr 150 Bros Es","Espirito Santo",NA,"Honda - Nxr 150 Bros Es.Espirito Santo",NA
"1691","Honda - Nxr 150 Bros Es","F.Iguatu-Medianeira-Cascavel-Toledo",NA,"Honda - Nxr 150 Bros Es.F.Iguatu-Medianeira-Cascavel-Toledo",NA
"1692","Honda - Nxr 150 Bros Es","Goias",45.0434591264166,"Honda - Nxr 150 Bros Es.Goias",181.78
"1693","Honda - Nxr 150 Bros Es","Grande Campinas",NA,"Honda - Nxr 150 Bros Es.Grande Campinas",NA
"1694","Honda - Nxr 150 Bros Es","Interior",NA,"Honda - Nxr 150 Bros Es.Interior",NA
"1695","Honda - Nxr 150 Bros Es","Litoral Norte e Baixada Santista",NA,"Honda - Nxr 150 Bros Es.Litoral Norte e Baixada Santista",NA
"1696","Honda - Nxr 150 Bros Es","Maranhao",NA,"Honda - Nxr 150 Bros Es.Maranhao",NA
"1697","Honda - Nxr 150 Bros Es","Mato Grosso",NA,"Honda - Nxr 150 Bros Es.Mato Grosso",NA
"1698","Honda - Nxr 150 Bros Es","Mato Grosso do Sul",NA,"Honda - Nxr 150 Bros Es.Mato Grosso do Sul",NA
"1699","Honda - Nxr 150 Bros Es","Met. Curitiba",NA,"Honda - Nxr 150 Bros Es.Met. Curitiba",NA
"1700","Honda - Nxr 150 Bros Es","Met. Florianopolis e Sul",NA,"Honda - Nxr 150 Bros Es.Met. Florianopolis e Sul",NA
"1701","Honda - Nxr 150 Bros Es","Met. Porto Alegre e Caxias do Sul",NA,"Honda - Nxr 150 Bros Es.Met. Porto Alegre e Caxias do Sul",NA
"1702","Honda - Nxr 150 Bros Es","Met. de Sao Paulo",210.631295502144,"Honda - Nxr 150 Bros Es.Met. de Sao Paulo",100.27
"1703","Honda - Nxr 150 Bros Es","Met. do Rio de Janeiro",NA,"Honda - Nxr 150 Bros Es.Met. do Rio de Janeiro",NA
"1704","Honda - Nxr 150 Bros Es","Met.BH-Centro Oeste-Zona Mata-C. Vertentes",NA,"Honda - Nxr 150 Bros Es.Met.BH-Centro Oeste-Zona Mata-C. Vertentes",NA
"1705","Honda - Nxr 150 Bros Es","Oeste",NA,"Honda - Nxr 150 Bros Es.Oeste",NA
"1706","Honda - Nxr 150 Bros Es","Para",267.751054265721,"Honda - Nxr 150 Bros Es.Para",215.79
"1707","Honda - Nxr 150 Bros Es","Paraiba",NA,"Honda - Nxr 150 Bros Es.Paraiba",NA
"1708","Honda - Nxr 150 Bros Es","Pernambuco",110.073897901979,"Honda - Nxr 150 Bros Es.Pernambuco",235.46
"1709","Honda - Nxr 150 Bros Es","Piaui",NA,"Honda - Nxr 150 Bros Es.Piaui",NA
"1710","Honda - Nxr 150 Bros Es","Ribeirao Preto e Demais Mun. de Campinas",NA,"Honda - Nxr 150 Bros Es.Ribeirao Preto e Demais Mun. de Campinas",NA
"1711","Honda - Nxr 150 Bros Es","Rio Grande do Norte",NA,"Honda - Nxr 150 Bros Es.Rio Grande do Norte",NA
"1712","Honda - Nxr 150 Bros Es","Rondonia",NA,"Honda - Nxr 150 Bros Es.Rondonia",NA
"1713","Honda - Nxr 150 Bros Es","Roraima",NA,"Honda - Nxr 150 Bros Es.Roraima",NA
"1714","Honda - Nxr 150 Bros Es","Sergipe",NA,"Honda - Nxr 150 Bros Es.Sergipe",NA
"1715","Honda - Nxr 150 Bros Es","Sudeste de Goias",NA,"Honda - Nxr 150 Bros Es.Sudeste de Goias",NA
"1716","Honda - Nxr 150 Bros Es","Sul",NA,"Honda - Nxr 150 Bros Es.Sul",NA
"1717","Honda - Nxr 150 Bros Es","Tocantins",NA,"Honda - Nxr 150 Bros Es.Tocantins",NA
"1718","Honda - Nxr 150 Bros Es","Triangulo mineiro",NA,"Honda - Nxr 150 Bros Es.Triangulo mineiro",NA
"1719","Honda - Nxr 150 Bros Es","Vale do Aco-Norte-Vale Jequitinhonha",NA,"Honda - Nxr 150 Bros Es.Vale do Aco-Norte-Vale Jequitinhonha",NA
"1720","Honda - Nxr 150 Bros Es","Vale do Paraiba e Ribeira",NA,"Honda - Nxr 150 Bros Es.Vale do Paraiba e Ribeira",NA
"1721","Honda - Nxr 150 Bros Esd","Acre",NA,"Honda - Nxr 150 Bros Esd.Acre",NA
"1722","Honda - Nxr 150 Bros Esd","Alagoas",NA,"Honda - Nxr 150 Bros Esd.Alagoas",NA
"1723","Honda - Nxr 150 Bros Esd","Amapa",NA,"Honda - Nxr 150 Bros Esd.Amapa",NA
"1724","Honda - Nxr 150 Bros Esd","Amazonas",NA,"Honda - Nxr 150 Bros Esd.Amazonas",NA
"1725","Honda - Nxr 150 Bros Esd","Bahia",208.854615203946,"Honda - Nxr 150 Bros Esd.Bahia",127.73
"1726","Honda - Nxr 150 Bros Esd","Blumenau e demais regioes",NA,"Honda - Nxr 150 Bros Esd.Blumenau e demais regioes",NA
"1727","Honda - Nxr 150 Bros Esd","Brasilia",NA,"Honda - Nxr 150 Bros Esd.Brasilia",NA
"1728","Honda - Nxr 150 Bros Esd","Ceara",NA,"Honda - Nxr 150 Bros Esd.Ceara",NA
"1729","Honda - Nxr 150 Bros Esd","Demais regioes",NA,"Honda - Nxr 150 Bros Esd.Demais regioes",NA
